ulasan,apresiasi,kritik
apk ga jelas jobfair virtual kata buka 1-5 september telah di buka mau ngelamar malah terang buat ktp luar kota tgl 4-5 sep tak ikutin eh pada hari ini mau lamar malah respon kuota lamar dari luar kota sudah penuh gimana cerita orang hari ini baru di buka ktp luar tapi uda penuh ga ngerti lagi dah parah bener mohon di kaji lagi di iklan buka untuk umum eh malah kek gin kecewa,0,1
udah 4 bulan pake lumayan juga buat cari informasi jadi mangkas waktu tapi kenapa loading halaman suka lama padahal akses apl lain cepet aja,1,1
uda mau jalan 1 bulan tpi blom ada informasi tentang aju dan mohon jdi sy blom bisa beri pringkat terkadang sy mngunduh ulang lagi krna aplikasi ini tidak bisa buka tolong beri saya informasi yg akurat tentang aju dan mohon saya,0,1
udah pernah punya account tapi pas login lagi ga bisa harus bikin account lagi trus udah login pas mau cek ktp el malah suruh login padahal jelas jelas udah login aplikasi ga jelas,0,1
ini pemprov tanggerang niat ga sih bikin aplikasi udah update trs tp gakada ubah ttp gabisa login app punya perintah tp tidak bisa guna sesuai dengan ekspetasi,0,1
sy agak bingung ama apk ini apa memang begini sy daptar bantu umkm cuma di tolak tapi kok nggak bisa di update lagi y nggak bisa daftar lagi apa udah di black list,0,1
aplikasi makin sering error ken ngecek kk malah data tidak di temu terus aplikasi nya keluar sendri tolong di baik terus,0,1
tuk aplikasi bagus lihat lengkap tapi lama verifikasi sampai sekarang belum bisa di akses proses lama bangettttttt,0,1
tiap bulan minta baharu aplikasi tapi aju saya bulan lebih gak ada kabar tiap cek sedang dalam proses,0,1
tolong dong baik maksimal mungkin udah lokasi mau tampilin barcode malah time out terus nunggu lama masih aja begitu kalau belum siap hadap dunia digital jangan coba di tempat umum langsung banyak yang rugi kalau kaya gitu mending pake amplop cokelat aja kan beres dari pd gunain aplikasi yang belum siap gitu aja si tolong baik maksimal mungkin jgn suka off web benah system yg bug fix terus masih bnyk warga yg mau tunggu maju di tgrng kitangerang,0,1
ok dan sangat bantu alhamdulillah semua masalah e ktp sudah atas cuma 1 masalah saja saya belum bisa milik sertifikat vaksi bcode padahal sudah daftar,1,1
gimana sih tiba tiba data sy yg tlah verifikasi mlh bs kembali jd ke awal dan harus verifikasi ulang data tp stlh cb ulang lagi mlh tdk bs karena nik dan email sdh daftar alas nik dan email tdk sinkron di cb lagi mlh notif nya srh masuk nik yg lain pdhl akun yg itu itu juga emang nik kita ada berapa sungguh tdk masuk akal dan sangat ribet banget,0,1
aplikasi bantu banget tapi terlalu sering untuk di update tolong lah ya di baik lagi jangan tiap buka app suruh update terus,1,1
aplikasi yg sangat manfaat sangat mudah urus adm smoga makin lbh baik lg utk perintah kota tangerang dan bs jadi contoh baik utk daerah lain,1,0
mau pindah anak sekolah harus pake aplikasi ini tapi pas upload berkasny gagal mulu haddehh gmn sihhhh ukur udah sesuai format pun udah sesuai tolong baik lagi,0,1
terlalu banyak iklan nya jadi bikin bt lagi juga registrasi lama bikin bete juga kurang sempurna saya kasih bintang tengah aja mohan d tingkat lagi,0,1
bintang lima interface yg di update keren jasa tapi terlalu kaku karna background warna putih tolong min jangan sering update aplikasi,1,1
sangat bantu utama buat adu keluh saya rasa sendiri manfaat responnya,1,0
coba tambah fitur buat daftar kia onli e mungkin akan lebih bagus lagi dan mudah masyarakat aplikasi bagus lebih di tingkat lagi,1,1
aplikasi sangat bantu sekali semua nya dah ada d sini sukses buat perintah kota tangerang dalam maju dan serta bantu masyarakat yg butuh,1,0
responnya lama dan tidak puas jawab cs nya utama yang sifat bansos contoh kuota untuk ajar kenapa cuma classroom saja yg sedia aplikasi lain kan jarang pakai sedang aplikasi tangerang ajar tidak ada jadi percuma bantu kuota juga tidak seluruh kuota tsb,0,1
aplikasi apa sih mau daftar aja nggk bisa salah server terus programer nya jelek banget gimana sih tangerang bikin apk sampah aja,0,1
update yg baru bnyk bug atau errornya tolong baik apa di sana it yg buat apk ini gak ngetes dahulu ya it kok gak smart2 acan,0,1
menu jobfair kaga bisa buka penuh tuh server harus dibenerin lagi udah hari h nya malah kaga bisa dipake nanti kalo udah bener bintang jadi 5 lagi,0,1
udh punya akun kok di minta login lagi sih pas update mana ribet banget lgi harus masukin foto ktp segala coba dong di perbaikin lagi jadi gak puas pake ini aplikasi padahal cuma ken liat info lowong kerja doank,0,1
kenapa tidak bisa buka kata baik,0,1
admin kenapa di bagi pajak tidak bisa di download stts nya,0,1
ada fitur aju bantu sosial udah aju lewat aplikasi live 1 bulan lebih tapi tidak ada proses lanjut yg dekat rt rw yg cepat dapat klo ada bantu sembako,0,1
perhati kembali kualitas ui serta ux aplikasi ini saya rasa untuk aplikasi level ini perintah dapat jauh lebih baik untuk para developer ini terlalu lihat yang penting jadi moga saran ini manfaat,0,1
mau nanya admin bagaimana cara masuk nik kk karena waktu registrasi yang di minta hanya m nik ktp jadi pada saat mau buka akte cek nik kk ktp gak bisa karena nik kk tifak daftar mohon bantu terima kasih moga aplikasi ini tambah maju dan kembang,1,1
tolong untuk adminnya jangan tengah kerja sudah banyak keluh yang jadi bagi guna aplikasi ini mulai dari kartu kuning mohon bansos bahkan pasang photo profil aja ada yang ga bisa cari adminnya yang kompeten dan tanggung jawab jangan dar ada aplikasi lalu sudah di anggap hasil check juga dalam kendala guna aplikasi apakah ada trouble moga dengan curah kami sini jadi tingkat dan bukan hanya dar permborosan kuota,0,1
saya bingung harus ngeluh sama siapa lagi kalo di email aja gadibales bales aplikasi ini eror terus untuk saya gatau deh untuk yang lain server ini lah itu lah ada apa sebenernya kenapa sama aplikasi ini,0,1
saya kasih bintang 5 walaupun data saya masih dalam proses padahal daftar dari bulan agustus saran saya kalo anda niat bantu ywdh langsung bantu kalo ga niat langsung ja gagal ga usah data anda masih dalam proses jangan beri harap kepada orang yg sedang butuh bantu,1,1
cek status kk nyata belum juga di update padahal sudah pisah kk juga di sinkronisasi data kali kali masih belum di update juga,0,1
aplikasi aneh waktu itu sy pindah alamat sy cek di aplikasi ktp tidak daftar blm cetak gilir sy cek di website disdukcapil ktp sudah jd dan tinggal ambil camat,0,1
mohon untuk ada menu batal aju cara mandiri karena ketika salah pilih menu aju aju yg belum batal itu jadi halang untuk daftar ke menu yg lain tunggu batal itu bisa sampai beberapa hari,0,1
proses ubah data kartu keluarga saya lihat ada yang aju sejak tgl 03 maret 2023 sampai sekarang tqnggal 09 maret 2023 belum tangan apalagi bilang selesai dengan digitalisasi kaya gin harus dengan data yg telqh lampir bisa lebih cepat proses,0,1
saya mau daftar terang nya bahwa nik kepala kel sudah daftar saya coba log in tp ga tau email mana yg dipake dulu udh coba beberapa email ttp salah gmn saya mau log in lg ya sedang saya email nya ga tau daftar nya yg mana,0,1
praktis banget sih kerja lumayan cepet 2-3 hari udah beres asal dokumen yg di upload lengkap ga perlu ribet kesana kesini,1,0
telah update malah gabisa masuk kata perangkat tidak asli saya pakai hp android one tidak pernah root aplikasi mbanking juga jalan normal ini sih aplikasi abal2,0,1
aplikasi ini memang bantu tapi syang akte mati yang saya aju sedang dalam proses di notifnya tp knp d email yg masuk ko nama jadi salah dan kurang gimana donk nih solusi padahal d aplikasi syarat lengkap dan nama juga betul,1,1
baru daftar tidak bisa login ada terang silah guna perangkat asli untuk guna aplikasi ini tolong baik aplikasi mungkin tidak support untuk versi android baru payah,0,1
pa mohon bantu nya saya mau masuk ke aplikasi tp kata sudah daftar dan tapi tidka bisa log in nik dan email tidak sesuai kenapa padahal nik saya cuma 1 dan emai saya juga cuma 1 mohon di tinjau terima kasih,0,1
maaf saya kasih 2 bintang dulu karena saya tidak bisa login dengan error suruh guna perangkat hp yg asli padahal tiap mau login selalu pakai hp yg sama saat daftar akun tolong solusi,0,1
aju lalu aplikasi bukan nya mudah proses malah balik nya dan respon nya sangat lambat harus tunggu dua hari hanya untuk dapat balas chat,0,1
sangat bantu untuk yg kerja kantor jd tdk perlu ijin atau cuti untuk ke disduk lsg saya telah guna 2x untuk urus akta mati ortu dan dua2nya sangat cepat proses,1,0
sangat mudah di guna manfaat sekali bagi saya yg sulit urus ke kantor langsung karena sibuk di tempat kerja moga tetap baik dan makin mudah kita yg ingin urus data duduk dll,1,0
ini sangat mudah untuk bikin surat pindah ga harus ke kantor nya lewat online juga bisa terimakasih tadi nya mau nyuruh orang buat bikin surat pindah eh harus bayar mahal nyata aju surat pindah lalu online juga bisa sekali lagi terimakasih,1,0
baik siih benar2 dalam genggam ga ribet sama sekali proses cepat ga nyesel poko pake aplikasi ini yu pada download jugaaa untuk wargi bandung,1,0
app sangat bantu mudah saya urus ngurus dokumen tanpa harus bolak balik terus aju nya juga gak ribet gak pusing gak lama pokok jadi lebih mudah makas banyak,1,0
hari selasa sore baru download applikasinya coba apakah bisa laku cara online untuk dapat kia alhamdulillah telah upload berkas2 aju hari rabu sore sudah selesai bahkan langsung dapat no antri tanpa harus kirim ke whatsapp benar2 semua selesai dengan cepat bahkan ambil kartu tidak harus ke jl ambon bisa ambil sesuai kita ingin tadi saya ambil di festival citylink tidak perlu lama2 kartu bisa cetak oleh mesin adc nya,1,0
aps nya mudah guna sy coba perbaiiki data salah tulis nama anak dan nama di aps sdh benar namun pd saat di cetak msh salah untuk info salah tsb sy cek tidak ada menu di aps mohon bantu trims,1,1
saya suka dan puas banget serta sangat bantu dengan aplikasi salam ini layan yg sangat baik dan proses cepat syarat tdk ribet pokok salut buat disdukcapil kota bandung maju terus dan lebih tingkat lagi layan,1,0
ini kenapa sih kok saya gak bisa login ada tulis guna perangkat asli lah sya kan pake hp sya sendiri gak pernah di otak atik di root pun tidak tpi kenapa ada ingat seperti itu tolong baik karena saya mau buat akta lahir anak saya,0,1
tolong di tambahakan menu dokumen yg sudah hasil di buat supaya bisa di download untuk di print lagi makasih,0,1
sudah registasi pas mau masukin kode perivikasi g sengaja keluar dari aplikasi salam gliran masuk lagi harus ngulang hasil d tolak no nik sudah pakai padahal kode perivikasinya belum d masukin ahirnya g bisa masuk aplikasi hrus bgai mn y,0,1
sangat bantu sekali dengan ada aplikasi hemat waktu krn bisa aju via on line,1,0
di akses ngga bisa oleh bbrp kk harus bisa untuk mudah yang tak ada hp terus ribet ya ga kaya di alpukat betawi klik nama lngsng otomatis data kita dan engga usah ngisi formulir terus cmn foto syarat nya bisa fotocopy atau asli dan bbrp menit lngsng jadi terus kirim lwt wa email yu bisa atuh mudah segala dan kalo offline yaallah tugas minta duit mulu apalgi bojongloa kaler satpol pp nya mnta 250 lngsng beres layan sama oprator udh 2blm kk blm jd,0,1
ngak bisa masuk dengan coba fitur lupa pasword jawab silah guna perangkat asli untuk guna aplikasi ini padahal hp masih asus kok ngak bisa mohon solusi,0,1
sangat suka sangat bagus dan sangat bantu dengan ada aplikasi salam ini proses mudah dan cepat tahan dan tingkat,1,0
saya pindah domisili lewat aplikasi salam malah g bisa login padahal password udh benar nomor kk udh benar masih aja tetap g bisa login urus layan dukcapil bandung malah sulit bahkan saya udh kirim berkas nya kedukcapil bandung g ada respon sama sekali,0,1
cukup bagus dan sangat mudah untuk proses urus dokumen ambil a pun bisa lewat mesin adm gaperlu ribet bulak balik kesana kemari,1,0
ko ga bisa login yah padahal sudah reset password ada pemberitahuan ganti password nya yang baru masuk email tpi tetep ga bisa masuk,0,1
pak sy mau daftar pindah antar provinsi tapi yang sedia antara 5 pilih cuma nomor 4 yang bisa pindah dalam provinsi nomor 5 antar provinsi tidak bisa klik kenapa ya mhon bantu,0,1
kok aju cetak ulang e-ktp yg rusak gabisa buka ya lagi ada masalah terus lewat rt rw sama aja buang2 uang,0,1
aplikasi ini sangat batu sekali dan saya sangat puas dengan layan yg begitu cepat dengan proses terimakasih dan sukses selalu,1,0
bagus sekali apk nya mudah buat urus dokumen tapi telah di update malah gabisa login,1,1
hp sayang yg belum ilang mau login lgi di hp yang baru ga bisa tolong dong bantu ga usah ribet gin jadi sudah mau login juga,0,1
simple cepet efisien ga bertele2 so fast deh pokok thank you,1,0
luar biasa sangat amat rasa bantu dengan posisi saya yang dinas di luar pulau semua yang perlu saya urus bisa saya urus mandiri lewat salam,1,0
mantap serba cepat namun lebih bagus apabila ada layan chat support untuk mudah dalam konsultasi,1,1
aplikasi kurang responsif sering loading hambat sekali moga segera tingkat,0,1
min mohon maaf ganggu tipe hp saya infinix 8 kenapa jadi eror mohon seluruh tipe handphone bisa guna apk ini saya ingin urus dokumen duduk jadi hambat haturnuhun,0,1
waktu daftar nik sudah daftar ketika login reset pasword nik email tidak cocok lier,0,1
sangat bantu gak usah ribet harus ke sana kemari lagi cukup download aplikasi salam hatur nuhun moga tambah bagus lagi aplikasi,1,0
kenapa ya ga bisa log in telah beres kirim aju surat pindah terus di reset pasword ga masuk ke email,0,1
ga bisa login harus di perangkat lama aplikasi sulit ga bisa reset password di perangkat baru,0,1
baru daftar tpi pas log in dblbg tidak pkaiprangkat asli padhl saya sllu pke hp ini,0,1
sangat manfaat dan bantu trima kasih moga makin tingkat layan baik,1,0
praktis bgt aku bikin kia di aplikasi ini dan 3 hari udah jadi tinggal print di disdukcapil barkodenya kirim di email dan sana tinggal scan qr aja di mesin jadi deh neng bgt pake apl ini,1,0
buat kia sangat puas sekali bantu sekali apalagi yg orang tua nya punya waktu batas pake aplikasi ini sangat2 bantu trimakasih disdukcapil,1,0
aplikasi yang sangat juara dan bisa kembang dokumentasi masyarakat dengan mudah,1,0
sangat bagus dan cukup bantu besar harap untuk depan buat format kk dan akta lahir bisa lebih inofatif lg saya lebih suka yg dulu yg tdk guna kertas 80g maju terus disdukcapil kota bandung,1,0
masih harus banyak yang di update aplikasi karena sering sulit untuk login,0,1
aplikasi yang sangat bantu proses cepat untuk depan agar lebih tingkat kembali soal rentang waktu antara selesai pemprosesan dan ambil dokumen di gerai dekat aqar waktu pendek atau jangan terlalu lama utk saat ini alam saya 1 bulan terimakasih,0,1
untuk cetak kk lebih efektif seperti dulu beri pdf nya untuk cetak sendiri,0,1
terimakasih dengan ada aplikasi salam alhamdulillah semua di mudah ga ribet dan cepat,1,0
lama ini masih bagus untuk mudah dalam buat dokumen2 tingkat trus disdukcapil,1,0
terimakasih banyak dengan ada aplikasi ini sangat2 bantu smua jd lbh mudah proses cepat mudah sekali guna,1,0
sudah coba kali susah masuk min di suruh sila masuk guna perangkat asli ini ini gimana,0,1
sangat bagus dan mudah erti moga aju online nya bisa lebih cepat lagi,1,0
kenapa ya di hp infinik saya ga bisa di pake apk nya ada yg sama jika iyah ada solusi agar bisa di pakai apkny,0,1
mau log in selalu gagal alas nik dan email sudah pernah daftar,0,1
bagus jadi lancar mudah dalam aju apa,1,0
kalo bisa jangan batas 1 perangkat untuk 1 akun tidak semua orang faham guna aplikasi dan juga milik waktu untuk urus offline hatur nuhun moga makin kembang dan berkah,0,1
bener bener sat set sat set langsung jadi ga nunggu jam jam pula gak perlu ribet keluar rumah mamak jadi senaaaang,1,0
lama saya guna aplikasi sangat praktis mudah proses juga cepat,1,0
aplikasi yg sangat bantu dan proses nya pun sangat cepat,1,0
aplikasi salam sangat bagus layan sesuai jadwal,1,0
sangat bantu sekali apl sangat mudah guna,1,0
terima kasih banyak untuk disdukcapil aplikasi ini sangat bantu sekali proses gampang cepat dan mudah sehingga kita tidak perlu lagi repot untuk datang ke kantor disdukcapil cara langsung dulu saya buat akte lahir bulan baru selesai sekarang dengan ada aplikasi ini lima hari sudah selesai sekali lagi teima kasih,1,0
aplikasi yang sangat bagusss dan efektif tanpa lama tanpa haruss mwngantri berrjam2,1,0
bagus cepat praktis lama syarat lengkap sangat bantu,1,0
maaf min saya mau daftar di aplikasi selalu ada notice nik sudah daftar padahal saya belum pernah daftar mohon bantu nya,0,1
agak lama loadingnya tp bisa juga akhir bikin kia online proses cepet cetak di disdukcapil cepet bgt layan baik mantap makasih salam update terus,1,1
dgn adanyanya aplikasi ini sangat bantu warga dlm urus surat2 cara online mohon depan lebih tingkat lg dan moga bisa ikut intansi2 lain,1,0
aplikasi aneh belum pernah daftar masa nik sudah pernah daftar terus boro boro daftar aplikasi aja baru tau gak mutu banget seh,0,1
layan cepat dan lancar mohon aplikasi salam tambah fitur2 yg lebih mudah lagi,1,1
dulu pas saya bikin e ktp bisa tp skrg pas buka aplikasi hp saya ga bisa buka aplikasi memang minimal harus pakai hape apa,0,1
aplikasi mudah guna sangat bantu proses relatif cepat layan bagus,1,0
luar biasa cepat bagus semua sistem jadi mudah email balas cepat dan proses 1x24,1,0
udah daftar tabi belum bisa log in alas harus guna data yang asli,0,1
cukup bantu untuk mudah layan bagi masyarakat kota bandung khusus agar putus mata rantai pungli moga aplikasi ini tidak di tutup kembali untuk depan nya,1,0
aplikasi sangat bantu dan mudah masyarakat supaya bisa milik surut2 penting,1,0
jelas bagus tapi masih ada kaku sedikit kasihan yg pernah nomor hp daftar dan saat ini sydah tdk milik hp jd hambatsn,1,1
knapa saya tidak bisa masuk terang masuk perangkat asli terus ga bisa ngecek cetak ktp,0,1
apk keren sangat bantu sekali efektif dan terimakasih,1,0
aplikasi yang mudah baik data dan lain lain sukses selalu,1,0
fungsi baik aju jadi lebih cepat,1,0
bismilah aplikasi yg bagus bantu saya buat kia anak jadi mudah tingkat terus layan untuk masyarakat dulu saya bikin akte salah 1 huruf padahal contoh sudah benar dan harus rangkai syarat untuk baik sekarang lebih mudah walaupun nama anak saya ga bisa di ganti mudah2 arti sama baik dengan apa yg kami harap,1,0
dengan aplikasi ini bukan makin cepat mudah proses namun makin lambat sudah 2 minggu lebih saya aju surat pindah belum jg selesai dan saya coba chat satu2 kontak yg sudah sedia situ namun tdk ada yg jawab kecewa layan buruk sekali,0,1
coba deh baik aplikasi kata mudah tapi kok malah sulit warga saya belum pernah daftar tapi pas mau daftar kok terang sudah pernah daftar saya coba login dgn reset password malah kata tidak daftar kok aplikasi punya perintah kaya gin sihh kota bandung tapi kok sistem nya jelek banget,0,1
tidak bisa login di anggap perangkat tidak daftar saya harap untuk validasi login di rubah karna saya jamin dan pasti perangkat yang di data master tidak lengkap maka hp baru tidak akan bis login karna di anggap virtual device wajib pake hp keluar 2021 bawah yang bisa login mohon update terus data device atau ganti validasi nya,0,1
mudah mudah disduk kota bandung depan nya smakin innovative krn dengan sistem online cara tidak langsung calo ga bisa kutik krn warga bandung skrg uda pada pinter,1,0
sangat muas cepat ramah dan sopan sukses selalu salam disdukcapil bandung,1,0
intruksi mudah di erti layan cepat,1,0
bagus dan cepat layan,1,0
akhir bisa masuk juga pakai lebih gampang nyata dan ga ribet terima kasih,1,0
sangat bantu dan cepat poko is the best buat aplikasi salam,1,0
aplikasi yg bagus proses cpt 3 hari udh beres trimakasih salam,1,0
sangat bantu biar ngga kesana ke sini cape trus ngabisin waktu apalagi baru punya anak takut nya rewel g nyaman alhamdulillah pake apk ini proses cepet bgt bikin akta mati papi yg baru tinggal terimakasi org baik moga selalu dlm lindung allah swt,1,0
sangat bantu layan cepat aplikasi user friendly mudah paham sesuai dokumen yg diupload sangat sesuai tks sesuai moto selesai dalam genggam,1,0
aplikasi bagus untuk mudah urus admin duduk,1,0
alhamdulillah aplikasi ini sangat bantu sekali urus pindah domisili selesai hanya dalam genggam tanpa harus datang ke bandung terimakasih disdukcapil bandung moga makin sukses makin juara saran waktu proses mungkin bisa lebih cepat lagi dan notifikasi buat layak whatsapp jadi bisa tampil di beranda gadget tanpa harus buka aplikasi lebih dahulu terimakasih disdukcapil kota bandung,1,0
terimakasih hanya butuh waktu 2 hari untuk dapat file kk yang baru agar bisa diprint ulang,1,0
maaf min knpa stelah aju tambah anggota keluarga di kk baru telah logout knpa tidak bisa login lagi mohon responnya,0,1
jadi tidak bisa buka ada ingat physical device false pada infinix-x680b,0,1
sangat bantu dan proses juga cepat sekali bagus,1,0
beberapa hari yg lalu udah sempat bisa masuk dan upload beberapa dokumen dan status nya aju tunggu lalu 2 hari yg lalu ada notifikasi aju telah selesai tapi sampai skr ketika login selalu error tidak dapat hubung ke server dan suruh periksa koneksi internet padahal koneksi internet lancar dan normal,0,1
layan responsive tinggal sabar tunggu antri antri juga proses dengan cepat aju jumat senin ada koreksi baik tambah dokumen selasa sudah selesai karena sabtu minggu libur,1,0
bantu sekali ga harus bolak balik antri mohon untuk tingkat layan,1,0
ini kenapa ya apk salam ada apa minta di upgrade malah ga bisa login lagi kata nya perangkat ga asli suruh pake yang asli di hp lain login kagak bisa juga,0,1
sungguh sangat bantu proses mudah cepat sekali terimakasih disdukcapil kota bandung telah buat aplikasi bagus salam moga dalam urus data data duduk lai bisa terus mudah proses yang cepat,1,0
waktu pake versi 3 10 bisa login ada versi baru minta paksa update ke 3 11 aesudah diupdate jadi ga bisa masuk apk salam nya kenapa ya sdh di dm ke admin kata jngan pake launcher hp saya ori an ga pake launcher launchernya pake bawa hp,0,1
sangat bantu sekali untuk urus data jadi hemat waktu dan biaya bagai masuk alangkah baik untuk tampil kembali item detil saat aju gagal utama di aplikasi pemuda,1,1
bantu sekali aplikasi maju terus kota bandung,1,0
kok malah gabisa log in perangkat tidak asli maksud apa iniya,0,1
aplikasi plat merah daerah yang sangat sangat bantu masyarakat tidak ribet cepat dan kurang oknum pegawai perintah untuk pungli terima kasih pemkot bandung,1,0
alhamdulillah aplikasi mudah dan proses cepat terima kasih,1,0
bagus sih app nya semua jadi mudah cuma kurang nya kalo aju dokumen harus subuh proses nya baru lancar kalo dari pagi sampe malem gagal terus aju nya loading nya macet terus ngga jalan,1,1
sangat bantu sekali jdi mudah dalam layan karena bisa laku pendaftran dri rumah dan cara buat akun dan kativasinya pun gampang bgt yg pasti kami berterimakasih sekali dengan ada aplikasi ini moga makin baik dan mantap dlm layan terimakasih,1,0
kalo mau update kartu keluarga karena ada tambah anggota keluarga bisa lewat aplikasi ini,1,0
moga team disduk lebih teliti dalam keti berkas maksud hati ingin mudah dan cepat tapi karena keti dari team disduk yang salah padahal berkas sudah sesuai tetap harus ke disduk juga untuk revisi padahal ini rupa aplikasi yang sangat mudah di masa pandemi,1,1
aju pindah keluar telah selesai dapat di download di menu dokumen di halaman utama tapi eh kok zonk yah tidak ada data ini gimana yah notif nya kirim tapi data tidak trus mana harus download surat pindah nya kok malah lebih ribet daripada urus manual datang langsung ke kantor,0,1
proses urus akta cukup dari rumah online untuk ambil telah terima pemberitahuan proses sudah selesai baru daftar untuk antri ambil akta dg cara sms akhir dapat sms tgl jam dan nomor antri utk ambil akta,1,0
recommended sangat proses aju tanggal 24 tgl 30 sudah beres tinggal cetak sendiri ambil di disdukcapil dekat sangat bantu buat saya yg tidak punya banyak waktu kesana kemari karna kerja tapi sangat di sayang saja skrg bentuk akta kk cm bahan kertas hvs a4,1,1
sangat bantu proses cepat trmksh,1,0
kenapa y tiap udh foto balik mulu ke beranda cape ngetiknya udh brp x g kelar 2 padahal pke wifi,0,1
mantap cepat mudah,1,0
aplikasi ini sangat bantu dan juga mudah dalam dapat informasi yang butuh,1,0
aplikasi yang sangat kurang bantu mesti siap dulu infrastruktur dukung sampai lengkap dan siap pakai lha sini mau daftar aja udah error servernya tapi udah suruh online mau ngurus langsung ke kantor gak bisa bukan mudah malah sulit kualitas server perintah kok kalah sama server buat anak magang kuliah,0,1
gabisa masuk terus coba gagal pdahal belum masukin nik aneh,0,1
sangat bantu tetapi susah login,1,1
cukup mudah dan proses cepat,1,0
lama ini bagus dan fungsi mudah,1,0
ga bisa login padahal pas daftar udah hasil maaf ya kasih bintang 1,0,1
sangat mudah dan transparan,1,0
alhamdulillah sangat mudah dan cepat jauh dari kata calo,1,0
sangat bantu dengan ada aplikasi ini lebih masa pandemi syarat nya mudah tinggal upload saja proses aju sampai selesai masuk cepat moga makin tingkat lagi kualitas,1,0
aplikasi ini sangat bantu sekali sehingga saya pun bisa bantu tetangga yang ingin urus administrasi duduk sangat mudah proses nya asal berkas yg di upload sesuai dengan kriteria,1,0
hampir minggu ini login aplikasi error terus mau urus urus data jadi susah nyata oh nyata aplikasi nya bakal tutup sama pusat balik lagi harus tatap muka untuk urus urus data duduk nya heran banget dah udah bikin mudah dan maju sama teknologi eh sekarang suruh balik lagi kaya dulu urus data nya,0,1
mudah buat akte semua laku guna handphone saja tidak perlu antri panjang dan kita bisa putus rantai sebar covid 19 juga terimakasih,1,0
1 fitur auto isi data saat isi nik sangat bantu tapi ada rasa khawatir dapat disalahgunakan orang lain karena kita dapat menginput cara random dan tahu data dari nik sebut 2 untuk aplikasi sangat bantu walau butuh waktu karna antri saran saya aplikasi pemuda dan salam jadi satu ga perlu jadi 2 aplikasi untuk layan yg beda 3 saya aju buat nik untuk anak saya yg baru lahir tapi hasil nama salah mohon lebih teliti thks,1,1
sangat bantu sekali dan juga bikin nya gk ribet dan waktu 2 minggu cukup lah untuk tunggu hasil nya moga untuk depan nya jadi lebih baik lagi kerja nya semangat untuk salamandisdukcapilkotabandung,1,0
saya melakuakan aju pindah antar provinsi lalu aplikasi ini aplikasi nya mudah di guna cuman saja memang surat pindah nya yg masih makan waktu mungkin karena verifikasi nya juga yg makan waktu,1,1
sangat bantu sekali dan nga usah ngantri tapi di aplikasi sudah cetak nyata pas ambil camat blm ada fisik lambat kirim ke camat,1,1
makas bapak ibu udah kembang aplikasi ini kurang tatap muka dan tdk harus antri krna batas waktu semua selesai cara elektronik follow up kurang dokumen jadi lbh cepat tdk harus bolak balik makas sekali lagi,1,0
layan sudah cukup cepat tinggal set ulang lagi karena sudah tiap aju mesti klik ikon menu pojok kanan data mesti bersih padahal sudah beres mesti automatis harus tidak ada minta lagi ke menu utama untuk klik lagi minta bersih jika mau daftar yang baru,1,1
nampaknya fitur chat hubung tugas itu tdk ada fungsi nya ya seringkali di kirim chat aju tanya tapi tdk ada respons sama sekali harap nya ada baik ya admin sy naik rating jika sdh ada baik di aplikasi ini,0,1
aplikasi yg sangat bagus proses buat akta lahir nya cepatt dan ga perlu cape cape tinggal klik klik aja terimakasih disdukcapil kota bandung,1,0
kak ibu bapak maaf saya kan bikin surat pindah dari kota ke kabupaten pas saya cek dokumen bisa dan saya sama sekali gatau kalau dokumen itu cuma bisa di cek sekali aja nang banget dokumen gabisa di buka lagi padahal mau di cetak serius panik banget kalau saya minta pdf nya di kirim balik boleh kah log in apk salam juga nggak bisa lagi karena udah di konfirmasi pindah tolong dan terimakasih belum,0,1
rentang waktu antara selesai pemrosesan dan ambil dokumen akta mati di gerai dekat terlalu lama 19 hari untuk ambil antri dengan guna nik yg sama dengan tuju urus yg beda tidak bisa laku belum urus yg pertama selesai,0,1
sangat bantu dgn aplikasi ini saat pandemi dgn segala batas kita masih bisa urus bagai dokumen duduk dgn sanagt mudah terimakasih,1,0
aplikasi ini sangat bantu karena biasa nya orang males datang k dinas duduk jd buat dokumen jadi tunda belum lagi syarat nya yg ribet kalau datang langsung kesana ujung ujung nya pakai calo yang harga nya mahaaaaaaaaaalllll sekarang ada aplikasi ini buat dokumen dalam genggam tinggal upload aja syarat nya tunggu selesai beres deh ga ribet ga antri ga mahal ga lama siiipppp banget,1,0
kenapa gabisa daftar selalu ada tulis tidak dapat hubung ke server periksa koneksi jaring anda atau silah coba beberapa saat lagi padahal sinyal bagus kuota banyak di coba pake wifi yang speed nya kenceng juga tetep gabisa maha atuh ieu teh,0,1
aplikasi nya alhamdulilah sangat bantu mudah guna update data juga cepat cuma itu mungkin masuk kalo hapus tulis agak susah,1,1
kenapa waktu pertama masuk dan daftar untuk surat mati di aplikasi salam lancar tp pas sudah jadi surat mati nya dan siap di cetak malah aplikasi error terus mohon di tindak lanjut saya butuh cepat untuk surat mati sebut,0,1
saya sangat bantu dengan aplikasi ini karena cepat proses dan lancar jaring meski online tapi serasa urus langsung karena cepat,1,0
bagus sy aju beberapa dokumen telah proses selesai yg ada di dokumen pdf hanya satu mohon baik sistem supaya semua dokumen bisa di print out sendiri,1,1
