peraturan,sumber
"Permintaan sebagaimana dimaksud pada ayat (2) harus
menyebutkan nama dan jabatan penyidik, jaksa, atau hakim,
nama tersangka atau terdakwa, alasan diperlukannya
keterangan, dan hubungan perkara pidana yang
bersangkutan dengan keterangan yang diperlukan.",Undang-Undang Nomor 21 Tahun 2008
"Rincian Belanja Pemerintah Pusat Menurut Organisasi,
Fungsi, dan Program sebagaimana dimaksud pada ayat (3),
diatur lebih lanjut dengan Peraturan Presiden yang
ditetapkan paling lambat tanggal 30 November 2014.",Undang-Undang Nomor 27 Tahun 2014
Pemberian Insentif adalah dukungan kebijakan fiskal dari Pemerintah Daerah kepada Masyarakat danf atau Investor untuk meningkatkan investasi di daerah.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Setelah Tahun Anggaran 2015 berakhir, Pemerintah
menyusun pertanggungjawaban atas pelaksanaan APBN
Tahun Anggaran 2015 berupa Laporan Keuangan
Pemerintah Pusat (LKPP).",Undang-Undang Nomor 27 Tahun 2014
Rencana kerja dan anggaran tahunan pengelolaan Keuangan Haji berikutnya wajib diajukan kepada Dewan Perwakilan Rakyat paling lambat tanggal 1 Agustus tahun berjalan.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Pemberi Kerja wajib menyetorkan Simpanan sebagaimana dimaksud pada ayat (1) setiap bulan, paling lambat tanggal 10 (sepuluh) bulan berikutnya dari bulan Simpanan yang bersangkutan ke Rekening Dana Tapera.",Peraturan Pemerintah Nomor 25 Tahun 2020
Badan investasi pemerintah wajib menyusun laporan keuangan dan kinerja badan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Penyertaan modal dalam perusahaan sebagaimana dimaksud pada Pasal 1 berbentuk
pemilikan saham.",Peraturan Menteri Nomor 12 Tahun 1999
Setoran BPIH dan/atau BPIH Khusus sebagaimana dimaksud dalam Pasal 8 huruf a diperoleh dari Jemaah Haji.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Dalam pelaksanaan tugasnya, Satgas Investasi dapat
membentuk Tim Pelaksana.",Peraturan Presiden Nomor 11 Tahun 2021
"Subbidang Atmosfer Atas (Dirgantara) mempunyai tugas melakukan penyiapan bahan koordinasi, telaah
staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pengelolaan atmosfer
atas.",Peraturan Menteri Nomor 9 Tahun 2001
"Dalam keadaan darurat, apabila terjadi hal-hal sebagai
berikut:
a. proyeksi pertumbuhan ekonomi di bawah asumsi
dan deviasi asumsi dasar ekonomi makro lainnya yang
menyebabkan turunnya pendapatan negara, dan/atau
meningkatnya belanja negara secara signifikan;
b. kondisi sistem keuangan gagal menjalankan fungsi dan
perannya secara efektif dalam perekonomian nasional;
dan/atau
c. kenaikan biaya utang, khususnya imbal hasil SBN
secara signifikan,",Undang-Undang Nomor 27 Tahun 2014
Pengerahan Dana Tapera dilakukan untuk pengumpulan dana dari Peserta.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Penghapusan Secara Bersyarat atas Piutang Negara sebagaimana dimaksud dalam Pasal 14, dilaksanakan setelah terbitnya Surat Menteri Keuangan mengenai persetujuan pemberian program optimalisasi penyelesaian Piutang Negara kepada Penanggung Utang.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pengelolaan aset BP Tapera dilakukan secara optimal dengan mempertimbangkan aspek likuiditas, solvabilitas, kehati-hatian, keamanan dana, dan hasil yang memadai.",Peraturan Pemerintah Nomor 8 Tahun 2007
Ketentuan lebih lanjut mengenai skema pembiayaan perumahan sebagaimana dimaksud pada ayat (1) sampai dengan ayat (4) diatur dengan Peraturan BP Tapera.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Panitia diberi wewenang untuk:
a. Meminta kepada Instansi-instansi dan Lembaga-lembaga
Pemerintah/Swasta, untuk menjalankan sesuatu tugas eksekutif
yang hasilnya diperlukan untuk pelaksanaan Tugas Panitia;
b. Meminta segala keterangan mengenai hal-hal yang termasuk
tugasnya dari segenap instansi dan Lembaga Pemerintah/Swasta,
baik secara tertulis maupun secara lisan.",Peraturan Presiden Nomor 10 Tahun 1964
Peserta Pekerja Mandiri wajib menyetorkan sendiri Simpanan ke dalam Rekening Dana Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Bidang Antisipasi Perubahan Iklim mempunyai tugas melaksanakan koordinasi, penyusunan telaah staf,
pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan mengenai antisipasi dampak dan
tanggap terhadap perubahan iklim.",Peraturan Menteri Nomor 9 Tahun 2001
"Staf Ahli terdiri dari:
Staf Ahli Bidang Peran Masyarakat;
Staf Ahli Bidang Lingkungan Global;
Staf Ahli Bidang Antar Lembaga.",Peraturan Menteri Nomor 9 Tahun 2001
"Dalam hal tidak terdapat standar akuntansi sebagaimana dimaksud pada ayat (1), badan investasi pemerintah dan badan yang mengelola dana bergulir pada kementerian teknis dapat menerapkan standar akuntansi yang spesifik setelah mendapat persetujuan Menteri Keuangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
BPKH wajib menyediakan Keuangan Haji yang setara dengan kebutuhan 2 (dua) kali biaya Penyelenggaraan Ibadah Haji pada setiap musim haji tahun berjalan.,Peraturan Pemerintah Nomor 5 Tahun 2018
Manajer Investasi sebagaimana dimaksud pada ayat (1) diberikan imbal jasa dengan memperhatikan: a. asas efisiensi untuk mendukung tersedianya dana murah jangka panjang; dan b. kinerja Manajer Investasi.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Nomor identitas kepesertaan sebagaimana dimaksud dalam Pasal 9 ayat (1) digunakan sebagai bukti kepesertaan, pencatatan administrasi, Simpanan, dan akses informasi Tapera.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Penyelenggaraan tata-usaha Bank dapat dilakukan oleh satu badan
yang ditunjuk oleh Presiden atas usul Dewan Pembangunan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Kementerian Pendidikan, Kebudayaan, Riset, dan
Teknologi dikoordinasikan oleh Menteri Koordinator Bidang
Pembangunan Manusia dan Kebudayaan.",Peraturan Presiden Nomor 31 Tahun 2021
Saldo Simpanan Peserta sebagaimana dimaksud pada ayat (1) dicatat sebagai saldo yang dimiliki oleh setiap Peserta atas jumlah Simpanan dan hasil pemupukannya.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Subbagian Pelaporan mempunyai tugas membantu melaksanakan penyusunan laporan dan
penyebarluasan informasi tentang pelaksanaan kegiatan di bidang pengelolaan lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
"Selambat-lambatnya dalam waktu 3 (tiga) bulan sebelum tahun buku baru mulai berlaku, Direksi harus menyampaikan anggaran Perusahaan yang meliputi anggaran eksploitasi dan anggaran investasi kepada Menteri untuk mendapatkan persetujuan.",Peraturan Pemerintah Nomor 18 Tahun 1983
"Menteri Koordinator Bidang Perekonomian dalam
pelaksanaan tugasnya sebagaimana dimaksud pada
angka 1, berkoordinasi dengan Komite Nasional
Persiapan Pelaksanaan Masyarakat Ekonomi ASEAN
yang ditetapkan dengan Keputusan Presiden
tersendiri.",Peraturan Presiden Nomor 6 Tahun 2014
"Surat-paksa tersebut pada ayat (1) mempunyai kekuatan yang
sama seperti grosse dari keputusan dalam perkara perdata
yang tidak dapat diminta banding lagi pada hakim atasan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
"Ketentuan lebih lanjut mengenai perizinan, bentuk badan
hukum, anggaran dasar, serta pendirian dan kepemilikan Bank
Syariah sebagaimana dimaksud dalam Pasal 5 sampai dengan
Pasal 9 diatur dengan Peraturan Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Laporan yang dibuat oleh badan investasi pemerintah harus disertai dengan lampiran berupa daftar jenis dan jumlah portofolio investasi yang dimiliki serta daftar proyek penyediaan infrastruktur dan non infrastruktur yang dikerjasamakan dengan suatu badan usaha.,Peraturan Pemerintah Nomor 8 Tahun 2007
Peserta yang berakhir kepesertaannya sebagaimana dimaksud dalam Pasal 23 berhak memperoleh pengembalian Simpanan dan hasil pemupukannya.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Subbidang Kawasan Lindung mempunyai tugas melakukan penyusunan bahan koordinasi, telaah staf,
pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pengelolaan kawasan lindung.",Peraturan Menteri Nomor 9 Tahun 2001
"Bidang Perdagangan Internasional dan Lingkungan mempunyai tugas melaksanakan koordinasi penyusunan
telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan perdagangan
internasional dan Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Jumlah sumbangan wajib tersebut ditentukan berdasarkan Peraturan
Pemerintah.",Undang-Undang Nomor 34 Tahun 1964
Investasi langsung sebagaimana dimaksud pada ayat (1) paling banyak 20% (dua puluh persen) dari total penempatan dan/atau investasi Keuangan Haji.,Peraturan Pemerintah Nomor 5 Tahun 2018
Masyarakat adalah orang atau sekelompok orang yang merupakan warga negara Republik Indonesia yang mempunyai dan melakukan kegiatan usaha sesuai dengan ketentuan peraturan pemndang-undangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Piutang Negara yang akan dihapuskan secara bersyarat sebagaimana dimaksud dalam Pasal 4 ayat (1) huruf a, diusulkan oleh Menteri/Pimpinan Lembaga yang berpiutang kepada Menteri Keuangan melalui Direktur Jenderal Piutang dan Lelang Negara.",Peraturan Pemerintah Nomor 8 Tahun 2007
"c. Sisanya sebesar 25% (dua puluh lima persen) dipergunakan untuk dana sosial dan pendidikan 5% (lima persen), jasa produksi 10% (sepuluh persen) dan sumbangan dana pensiun 10% (sepuluh persen).",Peraturan Pemerintah Nomor 8 Tahun 2007
"Bidang Sistem Pendanaan Lingkungan membawahkan:
Subbidang Kelembagaan Pendanaan Lingkungan;
Subbidang Sumber Pendanaan Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Subbidang Perancangan Eksternal mempunyai tugas melakukan perancangan dan perumusan kebijakan
peraturan perundang-undangan di bidang Lingkungan atas prakarsa sektor.",Peraturan Menteri Nomor 9 Tahun 2001
"Membentuk Tim Koordinasi Terpadu
Pembangunan Kesejahteraan di Provinsi
Provinsi Papua Barat.",Peraturan Presiden Nomor 20 Tahun 2020
Kepala dan pegawai badan investasi pemerintah dilarang terafiliasi dengan badan usaha yang menjadi penerima investasi pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Kontrak Investasi Kolektif, yang selanjutnya disingkat KIK adalah kontrak antara Manajer Investasi dan Bank Kustodian yang mengikat pemegang unit penyertaan dan Manajer Investasi diberi wewenang untuk mengelola portofolio investasi kolektif serta Bank Kustodian diberi wewenang untuk melaksanakan penitipan kolektif.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Bidang Atmosfer membawahkan:
Subbidang Atmosfer Atas (Dirgantara);
Subbidang Atmosfer Bawah (Udara).",Peraturan Menteri Nomor 9 Tahun 2001
Laporan keuangan BP Tapera sebagaimana dimaksud pada ayat (1) disusun dan disajikan sesuai dengan standar akuntansi keuangan yang berlaku.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Bank Syariah dan UUS wajib menjalankan fungsi
menghimpun dan menyalurkan dana masyarakat.",Undang-Undang Nomor 21 Tahun 2008
"Tahapan pengesahan Kerja Sama sebagaimana dimaksud
pada ayat (1), dilakukan melalui rapat koordinasi inter-
kementerian dan komunikasi resmi melalui surat-
menyurat.",Peraturan Menteri Nomor 2 Tahun 2021
"Perencanaan kebutuhan investasi pemerintah dalam penyediaan infrastruktur dan non-infrastruktur yang akan dikerjasamakan dengan badan usaha sebagaimana dimaksud pada ayat (1) huruf a, disusun oleh menteri teknis/pimpinan lembaga.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Deputi LI adalah unsur pelaksana sebagian tugas dan fungsi Meneg LH yang berada di bawah dan bertanggung
jawab kepada Meneg LH.",Peraturan Menteri Nomor 9 Tahun 2001
"Peserta Tapera, yang selanjutnya disebut Peserta adalah setiap warga negara Indonesia dan warga negara asing pemegang visa dengan maksud bekerja di wilayah Indonesia paling singkat 6 (enam) bulan yang telah membayar Simpanan.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Badan investasi pemerintah, badan yang mengelola dana bergulir pada kementerian teknis, dan badan usaha menyelenggarakan akuntansi atas pelaksanaan investasi pemerintah dengan mengacu kepada Standar Akuntansi Keuangan (SAK) yang diterbitkan oleh asosiasi profesi akuntansi Indonesia.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pemerintah mengajukan Rancangan Undang-Undang
tentang Perubahan atas Undang-Undang Anggaran
Pendapatan dan Belanja Negara Tahun Anggaran 2015
berdasarkan perubahan sebagaimana dimaksud pada ayat
(1) untuk mendapatkan persetujuan Dewan Perwakilan
Rakyat sebelum Tahun Anggaran 2015 berakhir.",Undang-Undang Nomor 27 Tahun 2014
Perusahaan dipimpin dan diurus oleh suatu Direksi yang terdiri dari seorang Direktur Utama dan sebanyak-banyaknya 4 (empat) orang Direktur sesuai dengan bidang yang dikelolanya.,Peraturan Pemerintah Nomor 18 Tahun 1983
Pengeluaran operasional BPKH sebagaimana dimaksud dalam Pasal 19 huruf b meliputi: a. belanja pegawai; dan b. belanja operasional kantor.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Bank Syariah dan UUS wajib menerapkan tata kelola yang
baik yang mencakup prinsip transparansi, akuntabilitas,
pertanggungjawaban, profesional, dan kewajaran dalam
menjalankan kegiatan usahanya.",Undang-Undang Nomor 21 Tahun 2008
Perubahan besaran Simpanan Peserta berdasarkan hasil evaluasi sebagaimana dimaksud pada ayat (6) ditetapkan dengan Peraturan Pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Manajer Investasi adalah pihak yang kegiatan usahanya mengelola portofolio efek untuk para nasabah atau mengelola portofolio investasi kolektif untuk sekelompok nasabah, kecuali perusahaan asuransi, dana pensiun, dan Bank yang melakukan sendiri kegiatan usahanya sesuai dengan ketentuan peraturan perundang-undangan.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Setiap pimpinan satuan organisasi dalam lingkungan Meneg LH bertanggung jawab memimpin dan
mengkoordinasikan bawahan masing-masing dan memberikan bimbingan serta petunjuk bagi pelaksanaan
tugas bawahannya.",Peraturan Menteri Nomor 9 Tahun 2001
Peserta yang telah mengikuti program tabungan perumahan dapat diusulkan menjadi Peserta prioritas dalam pemanfaatan skema pembiayaan perumahan.,Peraturan Pemerintah Nomor 25 Tahun 2020
Sebagian hasil pemupukan Dana Tapera yang telah direalisasikan sebagaimana dimaksud pada ayat (1) dibatasi paling banyak 5% (lima persen) dari hasil pemupukan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Untuk pola penyaluran langsung sebagaimana
dimaksud dalam Pasal 3 ayat (1) huruf a, tarif
pembiayaan dengan tingkat suku bunga efektif per
tahun sebagaimana dimaksud pada ayat ( 1) dikenakan
kepada penyalur paling tinggi sebesar 4% (empat
persen) dari realisasi penyaluran pembiayaan oleh
Badan Layanan Umum Pusat Investasi Pemerintah
pada Kementerian Keuangan.",Peraturan Menteri Nomor 1 Tahun 2021
"Komite Pengarah melaporkan kegiatan dan perkembangan
pelaksanaan tugasnya secara berkala atau sewaktu-waktu
kepada Presiden.",Peraturan Presiden Nomor 12 Tahun 2006
"Dalam menjalankan tugas-tugas pokok Perusahaan, Direktur Utama berhak dan berwenang bertindak atas nama Direksi, dan para Direktur berhak dan berwenang bertindak atas nama Direksi, masing-masing untuk bidangnya dan dalam batas-batas yang ditentukan dalam peraturan tata tertib dan tata cara menjalankan pekerjaan Direksi.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Skema pembiayaan perumahan sebagaimana dimaksud pada ayat (1) meliputi skema pembiayaan untuk pemilikan rumah, pembangunan rumah, atau perbaikan rumah.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Perencanaan kebutuhan investasi pemerintah dalam pembelian surat berharga sebagaimana dimaksud pada ayat (1) huruf b, disusun oleh badan investasi pemerintah dan ditetapkan oleh Menteri Keuangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pengeluaran pembayaran saldo setoran BPIH Khusus ke PIHK, sebagaimana dimaksud dalam Pasal 19 huruf e, dibayarkan sesuai jumlah Jemaah Haji khusus yang telah melunasi BPIH Khusus dan berangkat pada tahun berjalan.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Penyalur sebagaimana dimaksud pada ayat (2) dan
ayat (3) terdiri atas penyalur yang dimiliki oleh Pemerintah
Pusat / Pemerintah Daerah atau terafiliasi dengan
lembaga milik Pemerintah Pusat / Pemerintah
Daerah dan penyalur selain yang dimiliki oleh Pemerintah
Pusat / Pemerintah Daerah atau terafiliasi dengan
lembaga milik Pemerintah Pusat / Pemerintah
Daerah.",Peraturan Menteri Nomor 1 Tahun 2021
"Perubahan atas susunan organisasi dan tugas setiap satuan organisasi di
lingkungan Menteri Muda Urusan Percepatan Pembangunan Kawasan
Timur Indonesia sebagaimana ditetapkan dalam Keputusan ini, diusulkan
oleh Menteri yang bertanggung jawab di bidang pendayagunaan aparatur
negara kepada Presiden berdasarkan usulan dari Menteri Negara
Koordinator Bidang Politik, Sosial, dan Keamanan.",Peraturan Presiden Nomor 176 Tahun 2000
Perencanaan kebutuhan investasi pemerintah meliputi: a. perencanaan investasi langsung dalam bentuk penyediaan infrastruktur dan non-infrastruktur yang dikerjasamakan dengan badan usaha; dan/atau b. perencanaan dalam pembelian surat berharga.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam perkara perdata antara Bank dan Nasabahnya, direksi
Bank yang bersangkutan dapat menginformasikan kepada
pengadilan tentang keadaan keuangan Nasabah yang
bersangkutan dan memberikan keterangan lain yang relevan
dengan perkara tersebut.",Undang-Undang Nomor 21 Tahun 2008
"Atas usul Panitia, Pimpinan BAPPENAS dapat membentuk team-team kerja
untuk menjalankan kegiatan-kegiatan tertentu guna membantu Panitia.",Peraturan Presiden Nomor 10 Tahun 1964
"Bank Umum Syariah tidak dapat dikonversi menjadi Bank
Umum Konvensional.",Undang-Undang Nomor 21 Tahun 2008
Penunjukan BPS BPIH sebagaimana dimaksud pada ayat (1) dilakukan melalui proses pemilihan dan penetapan.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Piutang Daerah yang akan dihapuskan secara bersyarat sebagaimana dimaksud dalam Pasal 5 ayat (1), diusulkan oleh Pejabat Pengelola Keuangan Daerah yang berpiutang kepada Gubernur/Walikota/Bupati setelah mendapat pertimbangan dari Kantor Wilayah Direktorat Jenderal Piutang dan Lelang Negara yang wilayah kerjanya meliputi wilayah kerja Gubernur/Walikota/Bupati yang bersangkutan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Setiap pejabat penandatangan naskah kesepakatan Kerja
Sama selain Menteri Koordinator, wajib mendapatkan
persetujuan dari Menteri Koordinator untuk
menandatangani Naskah Kesepakatan Kerja Sama Dalam
Negeri dan Naskah Kesepakatan Kerja Sama Luar Negeri.",Peraturan Menteri Nomor 2 Tahun 2021
Biaya operasional badan investasi pemerintah menjadi beban Anggaran Pendapatan dan Belanja Negara dalam hati pendapatan dari hasil pelaksanaan perjanjian investasi belum dapat menutup biaya operasional badan investasi pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Antara para anggota Direksi tidak boleh ada hubungan keluarga sampai derajat ketiga baik menurut keturunan garis lurus maupun garis ke samping, termasuk menantu dan ipar, kecuali jika diizinkan oleh Presiden. Jika sesudah pengangkatan, mereka memasuki hubungan keluarga yang terlarang itu, maka untuk dapat melanjutkan jabatannya diperlukan izin tertulis dari Presiden.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Selain memenuhi aspek keamanan, kehati-hatian, nilai manfaat, dan likuiditas sebagaimana dimaksud pada ayat (3), pengeluaran investasi Keuangan Haji wajib dilakukan dengan mengoptimalkan pengelolaan risiko.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Bank Syariah dan UUS wajib menjelaskan kepada Nasabah
mengenai kemungkinan timbulnya risiko kerugian sehubungan
dengan transaksi Nasabah yang dilakukan melalui Bank Syariah
dan/atau UUS.",Undang-Undang Nomor 21 Tahun 2008
"Penggunaan laba bersih Bank setiap tahun sesudah dikurangi
dengan jumlah untuk keperluan cadangan, ditentukan oleh
Pemerintah dengan memperhatikan pertimbangan-pertimbangan
Dewan Pembangunan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
Ketentuan lebih lanjut mengenai pelaporan atas pelaksanaan kegiatan investasi sebagaimana dimaksud pada ayat (77) diatur dalam Peraturan Menteri Keuangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
Pemberian Insentif dan/atau Pemberian Kemudahan sebagaimana dimaksud pada ayat (1) dan ayat (2) diberikan sesuai dengan kemampuan daerah dan peraturan perundang-undangan.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Dalam hal Peserta Pekerja pindah tempat kerja atau dimutasi, Pemberi Kerja yang lama dan Pemberi Kerja yang baru wajib melaporkan Pekerja dimaksud kepada Bank Kustodian melalui BP Tapera.",Peraturan Pemerintah Nomor 25 Tahun 2020
Bidang investasi pemerintah yang dapat dibiayai dengan dana investasi meliputi: a. pengembangan jasa pelayanan umum; b. pengembangan akses pelayanan pembiayaan bagi kegiatan usaha masyarakat; c. pengembangan bidang usaha BUMN/BUMD; dan/atau d. pengembangan bidang usaha lainnya dalam rangka peningkatan manfaat ekonomi bagi pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
Aset BP Tapera bersumber dari: a. modal awal dari Pemerintah yang merupakan kekayaan negara yang dipisahkan; b. hasil pengembangan aset BP Tapera; c. sebagian dari hasil pemupukan Dana Tapera yang digunakan untuk menutup kekurangan pengelolaan modal awal guna memenuhi biaya operasional BP Tapera; dan d. sumber lain yang sah sesuai dengan ketentuan peraturan perundang-undangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
Pada Perusahaan dibentuk Dewan Pengawas sebagai satuan organisasi Perusahaan yang bertanggung jawab kepada Menteri.,Peraturan Pemerintah Nomor 18 Tahun 1983
Manajer Investasi sebagaimana dimaksud pada ayat (1) dapat ditunjuk lebih dari 1 (satu).,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal terjadi kekurangan hasil pengelolaan modal awal untuk biaya operasional BP Tapera, kekurangannya dipenuhi dari sebagian hasil pemupukan Dana Tapera yang telah direalisasikan.",Peraturan Pemerintah Nomor 25 Tahun 2020
Badan investasi pemerintah dan badan usaha wajib menyampaikan laporan pelaksanaan kegiatan investasi kepada Menteri Keuangan selambat-lambatnya 1 (satu) bulan setelah transaksi perubahan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 32, Bagian Perencanaan menyelenggarakan
fungsi:
penyiapan bahan rumusan kebijakan dan pengkajian pengembangan perencanaan program pengelolaan
lingkungan hidup;
penyiapan bahan koordinasi penyusunan rencana, strategi, program kerja jangka panjang, jangka
menengah dan tahunan di bidang pengelolaan lingkungan hidup;
penyiapan bahan koordinasi evaluasi pelaksanaan program di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
Peraturan Pemerintah ini mulai berlaku pada tanggal yang diundangkan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Tim Koordinasi Terpadu Percepatan Pembangunan
Kesejahteraan di Provinsi Papua dan Provinsi PapuaBarat
mempunyai tugas melaksanakan kebijakan percepatan
pembangunan kesejahteraan di Provinsi Papua dan
Provinsi Papua Barat untuk mewujudkan masyarakat
Provinsi Papua dan Provinsi Papua Barat yang maju,
sejahtera, damai, dan bermartabat.",Peraturan Presiden Nomor 20 Tahun 2020
"Penghitungan besaran persentase pengeluaran, sebagaimana dimaksud pada ayat (2), dilakukan oleh BPKH dengan mempertimbangkan aspek rentabilitas, likuiditas, dan solvabilitas Keuangan Haji.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Badan Usaha adalah badan usaha swasta berbentuk Perseroan Terbatas, Badan Usaha Milik Negara (BUMN), Badan Usaha Milik Daerah (BUMD), dan Koperasi.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam rangka efisiensi dan efektivitas pelaksanaan
anggaran belanja Kementerian Negara/Lembaga,
Pemerintah menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.",Undang-Undang Nomor 27 Tahun 2014
Laporan pertanggungjawaban pelaksanaan pengelolaan Keuangan Haji yang disusun setiap 6 bulan pada tahun berjalan menjadi bahan penyusunan laporan pertanggungjawaban pelaksanaan pengelolaan Keuangan Haji tahunan.,Peraturan Pemerintah Nomor 5 Tahun 2018
Pemberian Insentif kepada Masyarakat dan/atau Pemberian Kemudahan kepada Investor diatur dengan peraturan daerah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Badan Pengelola Tapera, yang selanjutnya disebut BP Tapera adalah badan hukum yang dibentuk untuk mengelola Tapera.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pemerintah mengajukan Rancangan Undang-Undang
tentang Pertanggungjawaban atas Pelaksanaan Anggaran
Pendapatan dan Belanja Negara Tahun Anggaran 2015,
setelah Laporan Keuangan Pemerintah Pusat (LKPP)
sebagaimana dimaksud pada ayat (1) diperiksa oleh Badan
Pemeriksa Keuangan, paling lambat 6 (enam) bulan
setelah Tahun Anggaran 2015 berakhir untuk
mendapatkan persetujuan Dewan Perwakilan Rakyat.",Undang-Undang Nomor 27 Tahun 2014
"Denda administratif sebesar 0,1% (nol koma satu persen) setiap bulan dari Simpanan yang seharusnya dibayar, dihitung sejak peringatan tertulis kedua berakhir.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal Piutang Daerah dalam satuan mata uang asing, nilai piutang yang dihapuskan secara bersyarat adalah nilai yang setara dengan nilai sebagaimana dimaksud pada ayat (3) dengan kurs tengah Bank Indonesia yang berlaku pada 3 (tiga) hari sebelum tanggal surat pengajuan usul penghapusan oleh Pejabat Pengelola Keuangan Daerah.",Peraturan Pemerintah Nomor 14 Tahun 2005
Laporan keuangan dan kinerja badan sebagaimana dimaksud pada ayat (69) disampaikan kepada Menteri Keuangan sebagai bahan penyusunan Laporan Keuangan Pemerintah Pusat.,Peraturan Pemerintah Nomor 8 Tahun 2007
Dana investasi pemerintah yang ada sebelum Peraturan Pemerintah ini berlaku wajib dibukukan ke dalam Rekening Induk Dana Investasi dalam waktu paling lambat 6 (enam) bulan sejak Peraturan Pemerintah ini berlaku.,Peraturan Pemerintah Nomor 8 Tahun 2007
Tata cara pelaksanaan konsultasi publik ditetapkan oleh menteri teknis/pimpinan lembaga.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Persetujuan DPR sebagaimana dimaksud pada ayat (1)
adalah keputusan yang tertuang di dalam kesimpulan
Rapat Kerja Badan Anggaran DPR RI dengan Pemerintah,
yang diberikan dalam waktu tidak lebih dari 1x24 (satu kali
dua puluh empat) jam setelah usulan disampaikan
Pemerintah kepada DPR.",Undang-Undang Nomor 27 Tahun 2014
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 126, Asisten Deputi 1/III menyelenggarakan
fungsi:
koordinasi pengkajian harmonisasi dan sinkronisasi pengembangan hukum Lingkungan;
koordinasi evaluasi harmonisasi dan sinkronisasi pengembangan hukum lingkungan;
koordinasi perancangan kebijakan pengembangan hukum Lingkungan;
koordinasi perumusan kebijakan pengembangan hukum Lingkungan;
pelaksanaan diseminasi hukum Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
Verifikasi sebagaimana dimaksud pada ayat (3) dikoordinasikan oleh perangkat daerah yang membidangi urusan penanaman modal.,Peraturan Pemerintah Nomor 24 Tahun 2019
